source,target,context,text_index
mate,idiote,bah pourquoi t’es mate alors?,947
tres,très,oui tres clairement t'a raison ts dehors la france au francais,948
ts,tous,oui tres clairement t'a raison ts dehors la france au francais,948
francais,français,oui tres clairement t'a raison ts dehors la france au francais,948
ptdrrr,pété de rire,c'est de sa faute tu crois ? ptdrrr,949
cour,cours,mais vas en cour toi,950
tg,ta gueule,au tg avcec tes reflexions la,956
avcec,avec,au tg avcec tes reflexions la,956
peter,péter,fait gaffe il va tout faire peter,959
👎🏻,désaccord,Anomalie 👎🏻👎🏻,960
👎🏻,désaccord,Anomalie 👎🏻👎🏻,960
parcer,parce que,ce n'est pas parcer que sa peau n'est pas blanche qu'elle n'est pas gentille,961
hahahha,haha,HAHAHHA,962
whaaa,ouah,whaaa y a vrmnt des cons sur terre,963
vrmnt,vraiment,whaaa y a vrmnt des cons sur terre,963
cringe,gênant,Nicolas t'es cringe tu genbes mon reuf,964
genbes,gênes,Nicolas t'es cringe tu genbes mon reuf,964
reuf,frère,Nicolas t'es cringe tu genbes mon reuf,964
nn,non,nn juste des gens qui pense normalemenbt,967
t,tu es,"Mais depuis quand dire ""t mate t pas française"" c'est normal ?",969
t,tu es,"Mais depuis quand dire ""t mate t pas française"" c'est normal ?",969
c,c'est,les termes c que vous dites de la merde,971
jpp,j'en peux plus,les cons : pauline anton nicolas et pierre jpp,974
uin,un,uin complexe d'nferiorite ?,975
d'nferiorite,d'infériorité,uin complexe d'nferiorite ?,975
lv,la vie,lv que nan,976
svp,s'il vous plaît,Bah les arabes c'est pas en France svp on veut pas de vous ici,977
jsuis,je suis,Jsuis pas jalouse de Fatima moi😹 MDMRMRR,979
😹,moquerie,Jsuis pas jalouse de Fatima moi😹 MDMRMRR,979
mdmrmrr,exaspération,Jsuis pas jalouse de Fatima moi😹 MDMRMRR,979
pouaaa,pouah,pouaaa,980
opsk,au pire,opsk tu croit t 100% fr,981
t,tu es,opsk tu croit t 100% fr,981
fr,français,opsk tu croit t 100% fr,981
2,deux,2 de qi j'ai juré,982
jhe,je,le clash n'(a pas marche jhe ne le suis pas,984
en +,en plus,Mais genre je t'ai rien fait meuf ! Pourquoi tu me déglingue comme ça ? Dans mon dos en + !,985
c,c'est,fait gaffe fatima elle va nous voler comme c congenere avant,986
faite,faites,"faite pasq genre ca vous degoutes les orogines, c'est hyper sexy wsh",987
pasq,parce que,"faite pasq genre ca vous degoutes les orogines, c'est hyper sexy wsh",987
ca,ça,"faite pasq genre ca vous degoutes les orogines, c'est hyper sexy wsh",987
