source,target,context,text_index
vouler,voulez,eh vous vouler nous detruire avec quoi vous avez cru etre flic ou quoi,4308
detruire,détruire,eh vous vouler nous detruire avec quoi vous avez cru etre flic ou quoi,4308
etre,être,eh vous vouler nous detruire avec quoi vous avez cru etre flic ou quoi,4308
ohhh,oh,ohhh lala sa chauffe,4309
lala,là là,ohhh lala sa chauffe,4309
sa,ça,ohhh lala sa chauffe,4309
sayer,ça y est,zoé si elle a un animal de compagnie elle écrase sayer ya plus d'animal,4310
ya,il y a,zoé si elle a un animal de compagnie elle écrase sayer ya plus d'animal,4310
propo,propositions,toi ferme là garde t'es propo pr topi,4311
pr,pour,toi ferme là garde t'es propo pr topi,4311
c,c'est,c pour ca qu'elle est seule,4314
ca,ça,c pour ca qu'elle est seule,4314
rouller,rouler,bien dit zoé rouller aplati le,4315
a,à,les gars vous perdez votre temps a vous insulter comme ca vous  vous faite du mal les un avec les autres faite la paix ou vous calculer plus,4316
ca,ça,les gars vous perdez votre temps a vous insulter comme ca vous  vous faite du mal les un avec les autres faite la paix ou vous calculer plus,4316
ou,où,les gars vous perdez votre temps a vous insulter comme ca vous  vous faite du mal les un avec les autres faite la paix ou vous calculer plus,4316
ptn,putain,oh ptn elle vas me rouler dessus je vais câner,4317
t'acceepter,t'accepter,Tu vois je me pose une question Zoé comment tu fais pour t'acceepter accepter d'être aussi grosse,4320
olala,oh là là,olala j'ai peur,4321
bh,bah,bh elle est juste mature et elle s'aime tels qu'elle est,4323
ahhh,ah,ahhh sayer zoe ouvre sa gueuele ahahah,4325
sayer,ça y est,ahhh sayer zoe ouvre sa gueuele ahahah,4325
gueuele,gueule,ahhh sayer zoe ouvre sa gueuele ahahah,4325
ahahah,ahah,ahhh sayer zoe ouvre sa gueuele ahahah,4325
c,c'est,mais c une réelle questions,4326
t'inquiete,t'inquiète,ah t'inquiete pas j'ai confiance en mi moi,4329
mi,moi,ah t'inquiete pas j'ai confiance en mi moi,4329
plste,petites,non les formes plste cest mieux que detre gropsse,4333
cest,c'est,non les formes plste cest mieux que detre gropsse,4333
detre,d'être,non les formes plste cest mieux que detre gropsse,4333
gropsse,grosse,non les formes plste cest mieux que detre gropsse,4333
mdrr,mdr,mdrr tqt pas moi je peux faire du sport prendre la ou il faut toi meme en faisant du sport pendant 5ans t'arriverais pas,4337
tqt,t'inquiète,mdrr tqt pas moi je peux faire du sport prendre la ou il faut toi meme en faisant du sport pendant 5ans t'arriverais pas,4337
la,là,mdrr tqt pas moi je peux faire du sport prendre la ou il faut toi meme en faisant du sport pendant 5ans t'arriverais pas,4337
ou,où,mdrr tqt pas moi je peux faire du sport prendre la ou il faut toi meme en faisant du sport pendant 5ans t'arriverais pas,4337
meme,même,mdrr tqt pas moi je peux faire du sport prendre la ou il faut toi meme en faisant du sport pendant 5ans t'arriverais pas,4337
a,à,a perdre 3kilos,4339
3kilos,3 kilos,a perdre 3kilos,4339
:'),moquerie,:') :') :') :') faut mieux que tu maigrix,4340
:'),moquerie,:') :') :') :') faut mieux que tu maigrix,4340
:'),moquerie,:') :') :') :') faut mieux que tu maigrix,4340
:'),moquerie,:') :') :') :') faut mieux que tu maigrix,4340
maigrix,maigrisses,:') :') :') :') faut mieux que tu maigrix,4340
profs,professeurs,il faut que tu t'entraine a sucer les profs pour rammener les bonnes notes,4341
deja,déjà,elle le fait deja ça sucer les profs,4344
profs,professeurs,elle le fait deja ça sucer les profs,4344
bureeau,bureau,passer sous le bureeau,4346
biensur,bien sûr,biensur cest drole ta pas vu son taille,4347
cest,c'est,biensur cest drole ta pas vu son taille,4347
drole,drôle,biensur cest drole ta pas vu son taille,4347
ta,tu as,biensur cest drole ta pas vu son taille,4347
mdrr,mdr,mdrr natacha elle me soutient,4349
bh,bah,bh lucie vue que tu est pros dans le domene montre lui comment faire,4351
pros,pro,bh lucie vue que tu est pros dans le domene montre lui comment faire,4351
domene,domaine,bh lucie vue que tu est pros dans le domene montre lui comment faire,4351
ahhhh,ah,ahhhh de fou,4352
grace,grâce,elle a appris grace a ta mere,4355
a,à,elle a appris grace a ta mere,4355
mere,mère,elle a appris grace a ta mere,4355
bh,bah,bh me mere tien sa de ton pere,4357
me,ma,bh me mere tien sa de ton pere,4357
mere,mère,bh me mere tien sa de ton pere,4357
tien,tiens,bh me mere tien sa de ton pere,4357
sa,ça,bh me mere tien sa de ton pere,4357
pere,père,bh me mere tien sa de ton pere,4357
pere,père,tels ton pere,4359
ftg,ferme ta gueule,ftg gros boufon,4360
boufon,bouffon,ftg gros boufon,4360
tgl,ta gueule,tgl toi meme pute,4362
meme,même,tgl toi meme pute,4362
ca,ça,le dernier qui a ose qui un truc comme ca il a finit sur le bord de la route,4364
cc,coucou,cc,4366
feuj,juif,salut la feuj,4368
