source,target,context,text_index
daronne,mère,Votre daronne elle serait pas fière de vous honnêtement,4814
trkl,tranquille,laissez la trkl,4815
trql,tranquille,laisses ma mere trql toi,4818
tg,ta gueule,dit tg,4820
nudes,photos de nu,fait des nudes plutôt que des photos de ta religion,4822
a,à,N'avez vous rien a faire dans la vie?,4823
kiff,kiffes,beurk tu kiff les juifs amine,4831
wsh,wesh,amine wsh??,4834
c,c'est,bah ukrainien c pas une religion,4837
lea,léa,lea la suceuse,4839
waaa,waouh,waaa solidarité alv alm sayer,4840
alv,à la vie,waaa solidarité alv alm sayer,4840
alm,à la mort,waaa solidarité alv alm sayer,4840
sayer,ça y est,waaa solidarité alv alm sayer,4840
balek,je m'en fiche,ouais balek,4841
tg,ta gueule,tg va manger du porc,4844
mdrrr,mdr,Mdrrr au moins j'ai des rapports sexuels connard,4847
oulaaa,oula,oulaaa,4848
y’a,il y a,on part sur des sujets explicites je suis pas dans ça ici y’a des oukhty,4850
oukhty,sœur,on part sur des sujets explicites je suis pas dans ça ici y’a des oukhty,4850
c,c'est,le porc c toi AUR2LIE,4852
aur2lie,aurélie,le porc c toi AUR2LIE,4852
sal,sale,sal cochone,4853
trkl,tranquille,laissez les trkl,4854
c,c'est,c pas psq t’as des rapports séxuels que faut s’en vanter,4855
psq,parce que,c pas psq t’as des rapports séxuels que faut s’en vanter,4855
séxuels,sexuels,c pas psq t’as des rapports séxuels que faut s’en vanter,4855
blc,battre les couilles,evites on s en blc de ton truc de feuj jvais appeller hitler,4862
feuj,juif,evites on s en blc de ton truc de feuj jvais appeller hitler,4862
jvais,je vais,evites on s en blc de ton truc de feuj jvais appeller hitler,4862
c,c'est,c toi t inutile,4863
t,t'es,c toi t inutile,4863
ayaaaaa,aya,ayaaaaa,4864
ish ish,oh là là,ish ish c’est chaud,4866
jsui,je suis,jsui juivofobe,4867
a,à,comme les cendre a ta mere,4872
🔪,menace,aurelie fais gaffe à toi🔪,4879
t’,tu,T’exager,4880
exager,exagères,T’exager,4880
ptdrrr,péter de rire,PTDRRR t trop drole guillaume,4883
t,t'es,PTDRRR t trop drole guillaume,4883
drole,drôle,justine c’est grave drole t’abuse,4884
t,t'es,bah toi t pas meilleure que nous t’arrête pas de dire la mm chose salope ba,4887
t’arrête,tu t'arrêtes,bah toi t pas meilleure que nous t’arrête pas de dire la mm chose salope ba,4887
mm,même,bah toi t pas meilleure que nous t’arrête pas de dire la mm chose salope ba,4887
ba,bah,bah toi t pas meilleure que nous t’arrête pas de dire la mm chose salope ba,4887
gaser,gazer,En 2022 on parle encore de gaser les juifs c'est fou ca,4888
ca,ça,En 2022 on parle encore de gaser les juifs c'est fou ca,4888
c,c'est,c avec un z,4890
ca,ça,Ca vous fait rire??,4893
orrible,horrible,C'est orrible,4895
qd,quand,fait gaffe qd tu faite le menage de pas aspirer les cendre a ton pere,4899
menage,ménage,fait gaffe qd tu faite le menage de pas aspirer les cendre a ton pere,4899
cendre,cendres,fait gaffe qd tu faite le menage de pas aspirer les cendre a ton pere,4899
a,à,fait gaffe qd tu faite le menage de pas aspirer les cendre a ton pere,4899
pere,père,fait gaffe qd tu faite le menage de pas aspirer les cendre a ton pere,4899
mdrrr,mdr,grave mdrrr ouch,4902
ouch,aïe,grave mdrrr ouch,4902
c,c'est,bon écoute c simple y’a un problème on se voit et on en parle c tout,4903
y’a,il y a,bon écoute c simple y’a un problème on se voit et on en parle c tout,4903
c,c'est,bon écoute c simple y’a un problème on se voit et on en parle c tout,4903
nn,non,nn jrigooe on en parle ps,4905
j,je,nn jrigooe on en parle ps,4905
rigoooe,rigole,nn jrigooe on en parle ps,4905
ps,pas,nn jrigooe on en parle ps,4905
la,là,Il y a eu heuresement des survivants juifs de la guerre: je suis la car ma grand mere a survécu,4908
mere,mère,Il y a eu heuresement des survivants juifs de la guerre: je suis la car ma grand mere a survécu,4908
anticémites,antisémites,vive les anticémites,4911
siii,si,siii c bien les insulte,4916
c,c'est,siii c bien les insulte,4916
ftg,ferme ta gueule,guillaume ftg,4917
:),sourire,"Allez-y hein, on se voit au lycée et on en parle, dégonflés :)",4918
hahahahha,rire,de ta vie HAHAHAHHA,4919
jv,je vais,jv tniker ta mere lea,4922
tniker,te niquer,jv tniker ta mere lea,4922
mere,mère,jv tniker ta mere lea,4922
jtnique,je te nique,jtnique ta race,4924
tva,tu vas,tva voir,4926
dégonfles,dégonflée,on va te faire bouffer le sol la dégonfles de quoi,4927
jdehek,je rigole,jdehek pas avec toi,4928
kleh,connais,tu kleh ou quoi,4929
feuj,juif,sale feuj,4930
1v1,un contre un,amine vient 1v1 devant le lycéé,4932
lycéé,lycée,amine vient 1v1 devant le lycéé,4932
vsy,vas-y,vsy demain 15h à la sortie tu vas voir,4933
15h,quinze heures,vsy demain 15h à la sortie tu vas voir,4933
jvous,je vous,alors jvous bz tous,4936
bz,baiser,alors jvous bz tous,4936
mdrrrrr,mdr,Oh ça insulte mdrrrrr,4937
bz,baises,tu bz qui toi,4938
jcomprends,je comprends,c'est qui tous julie? jcomprends pas,4940
cquoi,c'est quoi,mais gros lol cquoi ton pb va te pendre sal pute,4941
pb,problème,mais gros lol cquoi ton pb va te pendre sal pute,4941
sal,sale,mais gros lol cquoi ton pb va te pendre sal pute,4941
aaaaaaaaaah,ah,"aaaaaaaaaah ouais,  moi et pourquoi ?",4943
ayouuuuu,ayou,Ayouuuuu,4944
ftg,ferme ta gueule,julie ftg,4945
prcq,parce que,prcq tu chauffes tous les mecs,4946
vasi,vas-y,vasi Leo calme toi laisse julie parler,4947
sexplique,s'explique,quelle sexplique,4949
ca,ça,Ca sert a rien de se prendre la tête franchement,4950
a,à,Ca sert a rien de se prendre la tête franchement,4950
scuse,excuse,Bah scuse moi j'trouve ça marrant à peine on arrive y'a embrouille mdrrrrrr C'est toi laisse la parler wsh,4951
mdrrrrrr,mdr,Bah scuse moi j'trouve ça marrant à peine on arrive y'a embrouille mdrrrrrr C'est toi laisse la parler wsh,4951
wsh,eh,Bah scuse moi j'trouve ça marrant à peine on arrive y'a embrouille mdrrrrrr C'est toi laisse la parler wsh,4951
a,à,a quelle moment c'est drole d'insulte les gens,4952
tut,tu,"ah ouais,  toi on insulte,  et tut trouves ça marrant",4953
:),sourire,c'est pas grave d'avoir des complexes d'infériorité :),4955
etes,êtes,vous croyez vous etes droles ?,4956
oooooooh,oh,oooooooh fatima retourne faire ton  ramadan a la con ça te fera pas de mal,4957
oof,ouf,Oof,4958
nva,ne va,julie nva sucer tes grans mort,4960
grans,grands,julie nva sucer tes grans mort,4960
aaaaaaaaaaaaaaaaaaaa,ah,"aaaaaaaaaaaaaaaaaaaa ok,  c'est ça ton problème mais ptete que si toi aussi tu arreter de manger du porc tu serais moi aggressive!",4961
ptete,peut-être,"aaaaaaaaaaaaaaaaaaaa ok,  c'est ça ton problème mais ptete que si toi aussi tu arreter de manger du porc tu serais moi aggressive!",4961
moi,moins,"aaaaaaaaaaaaaaaaaaaa ok,  c'est ça ton problème mais ptete que si toi aussi tu arreter de manger du porc tu serais moi aggressive!",4961
krkrkr,rire,krkrkr bien dit,4963
ca,ça,Julie pourquoi tu lui fait ca ? c'est juste une question de jalousie ? tu as quel age sérieusement ?,4964
mdrrrr,mdr,Allez du fight là mdrrrr,4965
soutiend,soutiens,mais laisse les morts de Coralie-soutiend tranquil,4966
tranquil,tranquille,mais laisse les morts de Coralie-soutiend tranquil,4966
chépa,je ne sais pas,"chépa,  la meuf se lache,  elle sait rien et elle crache vasi",4968
vasi,vas-y,"chépa,  la meuf se lache,  elle sait rien et elle crache vasi",4968
clairment,clairement,clairment,4969
leosoutienduharc,leo soutien du harcèlement,et clairement LeoSoutienduharc vaut pas mieux,4970
j'espere,j'espère,j'espere un jour c'est les porcs qui te chieront dessus,4972
ouèch,wesh,ouèch chuis plus française que toi,4977
chuis,je suis,ouèch chuis plus française que toi,4977
frr,frère,elle est en france frr,4978
frrr,frère,paul t'es ou frrr,4979
tumfais,tu me fais,tumfais vomir LeoSoutienduharc,4981
harc,harcèlement,tumfais vomir LeoSoutienduharc,4981
sal,sale,et toi retourne en enfer sal epute de julie,4982
epute,pute,et toi retourne en enfer sal epute de julie,4982
frere,frère,frere tas vu ta main tu t'es tatoué avec de la lmerde,4983
tas,tu as,frere tas vu ta main tu t'es tatoué avec de la lmerde,4983
lmerde,merde,frere tas vu ta main tu t'es tatoué avec de la lmerde,4983
a,à,julie mais retourne dans ta campagne a baiser les chèvre bouzeuse,4984
àa,ça,Fatimah-Victime bah c'est àa dégueule au lieu d'causer là,4986
tya,de ta,jalouse de tya peau mi jaune mi marron,4989
cest,c'est,mais cest une sale jalouse elle a rien a faire de sa vie et ta peau blanche a toi,4990
jcrois,je crois,"ben ouais,  jcrois qu't'es jalouse de ma peau",4991
t'es,tu es,"ben ouais,  jcrois qu't'es jalouse de ma peau",4991
dégoute,dégoûte,jalouse de quoi mon pote tu me dégoute,4992
etre,être,elle manque peut etre juste d'amour non ? tu veux un calin ?,4993
calin,câlin,elle manque peut etre juste d'amour non ? tu veux un calin ?,4993
tyu,tu,t'es blanche comme un cul tyu crois t'es mieux julie ?,4994
vzy,vas-y,Eh vzy 1v1 demain julie jv bz,4996
