source,target,context,text_index
jvais,je vais,ferme ta gueule jvais te faire bouffer ma bite,5215
fiac,cul,ferme ton fiac on arrive pas a s'entendre,5217
d'hab,d'habitude,comme d'hab,5218
ces,c'est,ces les singes qui savent pas nager,5222
ca,ça,la merde ca sort par le cul et pas par la bouche leo77 et Paul72 ;P,5223
;p,clin d'œil,la merde ca sort par le cul et pas par la bouche leo77 et Paul72 ;P,5223
d'en,dans,t'as déjà vu un noir d'en l'eau il coule,5224
j,je,coralie j vais tellement t'neculer qu'on va retrouver du petrole dans ton cul enculer,5225
neculer,enculer,coralie j vais tellement t'neculer qu'on va retrouver du petrole dans ton cul enculer,5225
c,c'est,C fat quand elle nage,5227
fat,impressionnant,C fat quand elle nage,5227
stp,s'il te plaît,Julie stp stop,5228
chbrax,pénis,leo77 tu pourra pas me toucher avec ton chbrax de 2cm,5229
tgg,ta gueule,tgg,5230
diarrhé,diarrhée,et toi juste une diarrhé,5231
j,je,"j ai une ak 47 dans le caleco,",5232
caleco,caleçon,"j ai une ak 47 dans le caleco,",5232
jme,je me,aller c'est ciao les noobs jme tire,5233
stp,s'il te plaît,Julie stp arrête maintenant !,5234
mdrrrrrr,mdr,mdrrrrrr,5244
mdrrr,mdr,franchement tu fais grave la meuf mdrrr,5245
tt,tout,mais arretez de vous embrouillez et tt ça sert à r la vrt,5248
r,rien,mais arretez de vous embrouillez et tt ça sert à r la vrt,5248
vrt,vérité,mais arretez de vous embrouillez et tt ça sert à r la vrt,5248
meme,même,meme paul et leo le disent tu veux tous les mecs pr toi tg pauline arrête de la defendre,5249
pr,pour,meme paul et leo le disent tu veux tous les mecs pr toi tg pauline arrête de la defendre,5249
tg,ta gueule,meme paul et leo le disent tu veux tous les mecs pr toi tg pauline arrête de la defendre,5249
defendre,défendre,meme paul et leo le disent tu veux tous les mecs pr toi tg pauline arrête de la defendre,5249
c,c'est,he ho c pas gentil tt ca,5250
tt,tout,he ho c pas gentil tt ca,5250
ca,ça,he ho c pas gentil tt ca,5250
oe,ouais,Oe tu voles les mecs de tt le monde la et tu te prends pour Chepa qui,5251
tt,tout,Oe tu voles les mecs de tt le monde la et tu te prends pour Chepa qui,5251
la,là,Oe tu voles les mecs de tt le monde la et tu te prends pour Chepa qui,5251
chepa,je ne sais pas,Oe tu voles les mecs de tt le monde la et tu te prends pour Chepa qui,5251
ouf,fou,de  ouf on t'as cramé chuis d'accord avec julie et Kate,5252
chuis,je suis,de  ouf on t'as cramé chuis d'accord avec julie et Kate,5252
jla,je la,mais jla défends pas juste jessaye juste d'arranger les choses,5254
jessaye,j'essaie,mais jla défends pas juste jessaye juste d'arranger les choses,5254
mdrrr,mdr,MDRRR tu t’es vue,5255
frr,frère,ouais bah casse toi on a pas besoin de toi frr,5257
tt,tout,Tu fais chier tt le monde la,5258
dacc,d'accord,ah ok dacc,5260
tg,ta gueule,tg pierre tu ressemble a rien laisse julie trkl,5261
trkl,tranquille,tg pierre tu ressemble a rien laisse julie trkl,5261
mdrrrr,mdr,merci paul mdrrrr,5262
