source,target,context,text_index
jsuis,je suis,moi jsuis noire c'est encore mieux,5000
reum,mère,tu confinds avec ta reum la,5003
vazy,vas-y,Vazy Fatimah avec ton henné là on croirait tu t'es doigtée qd t'avais tes règles srx,5004
qd,quand,Vazy Fatimah avec ton henné là on croirait tu t'es doigtée qd t'avais tes règles srx,5004
srx,sérieux,Vazy Fatimah avec ton henné là on croirait tu t'es doigtée qd t'avais tes règles srx,5004
reum,mère,tu confonds avec ta reum la,5005
ca,ça,Ca fait dégueulasse,5006
ceque,ce que,Leo parle pas de ceque tu connais pas puceau,5007
y,il,le traite pas de puceau y ta bz dans les chiotte,5008
ta,tu as,le traite pas de puceau y ta bz dans les chiotte,5008
bz,baisé,le traite pas de puceau y ta bz dans les chiotte,5008
mere,mère,va doigter ta mere toi,5009
svp,s'il vous plaît,laissez les daronnes tranquilles svp,5011
mere,mère,va doigter ta mere toi,5012
relion,religion,tu respect même pas ta relion t'es une szlope,5013
szlope,salope,tu respect même pas ta relion t'es une szlope,5013
meme,même,tu la connais meme pas sale pute,5014
tkt,t'inquiète,"Tkt même pas que j'm'y connais et les meufs comme toi ça dégage, j'touche pas aux choses sales",5015
j'm'y,je m'y,"Tkt même pas que j'm'y connais et les meufs comme toi ça dégage, j'touche pas aux choses sales",5015
j'touche,je touche,"Tkt même pas que j'm'y connais et les meufs comme toi ça dégage, j'touche pas aux choses sales",5015
xd,rire,bien fait xD c'est toi tes sale jsuis sure qtu suces  la chatte de ta mere,5017
tes,t'es,bien fait xD c'est toi tes sale jsuis sure qtu suces  la chatte de ta mere,5017
jsuis,je suis,bien fait xD c'est toi tes sale jsuis sure qtu suces  la chatte de ta mere,5017
qtu,que tu,bien fait xD c'est toi tes sale jsuis sure qtu suces  la chatte de ta mere,5017
habit(e,habite,"écoute moi bien billi boy la dernière fois qu'un mec m'a dit ça il habitait en face d'un cimetière, maintenant il habit(e en face de chez lui",5018
xd,rire,XD,5020
grv,grave,"En vrai j'dis pas mais julie elle a grv raison,  en fait tu caches bien ton jeu Fatimah",5021
pepite,pépite,EXCELLENT pepite,5022
ft,fais,tu ft pitié julie,5024
tt,tout,Tu fais genre t'es religieuse et tt mais les meufs comme vous on sait ce que ça fait en planque après les cours,5025
pb,problème,mais c'est vous qui avez un pb avec la religion,5026
jvis,je vis,"c'est toi qu'en parle tout le temps moi juste, jvis ma vie",5029
vzy,vas-y,"ouais vzy, explique toi",5031
stp,s'il te plaît,Bah retourne faire ta vie en Algérie stp,5033
dite,dites,dite nous julie et LeoSoutienduharc,5034
harc,harcèlement,dite nous julie et LeoSoutienduharc,5034
a,à,eux ils sucent pas des grosses bites a longueur de journee,5035
journee,journée,eux ils sucent pas des grosses bites a longueur de journee,5035
a,à,chacun vis comme il a envie t'as pas a te mele de ce quil fait c'est juste nul et puérile en fait,5036
quil,qu'il,chacun vis comme il a envie t'as pas a te mele de ce quil fait c'est juste nul et puérile en fait,5036
enft,en fait,assume enft,5038
mere,mère,ta grosse mere la pute je vais tenculer dans ton berceau tume connaispas moi,5039
tenculer,t'enculer,ta grosse mere la pute je vais tenculer dans ton berceau tume connaispas moi,5039
tume,tu me,ta grosse mere la pute je vais tenculer dans ton berceau tume connaispas moi,5039
connaispas,connais pas,ta grosse mere la pute je vais tenculer dans ton berceau tume connaispas moi,5039
ouèch,eh,grosse gamine ouèch,5040
jsuuis,je suis,jsuuis une folle moi,5041
mdrrrrrrrrrrrrrrr,mort de rire,mdrrrrrrrrrrrrrrr,5042
ohhhh,oh,ohhhh viens essaie mon cul il s'ouvre pas pour toi dsl,5043
dsl,désolé,ohhhh viens essaie mon cul il s'ouvre pas pour toi dsl,5043
jvous,je vous,MOI JVOUS BZ MOI,5045
bz,baise,MOI JVOUS BZ MOI,5045
jsuis,je suis,JSUIS UBNE FOLLE MOI TA MERE LA PUTEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE,5046
ubne,une,JSUIS UBNE FOLLE MOI TA MERE LA PUTEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE,5046
puteeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,pute,JSUIS UBNE FOLLE MOI TA MERE LA PUTEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE,5046
bahahaha,hahaha,Bahahaha elle me fume cette meuf xD,5048
fume,fait rire,Bahahaha elle me fume cette meuf xD,5048
xd,rire,Bahahaha elle me fume cette meuf xD,5048
qtes,que tu es,on sais qtes folle sale pute,5049
aller,allez,aller by,5051
by,au revoir,aller by,5051
bropchette,brochette,fatima je  la fait cuire en bropchette,5052
tfaire,te faire,va tfaire cuire le cul julie,5055
(y),bien / d'accord,(y),5057
ps,pas,façon j'veux ps d'une crasseuse comme toi,5058
fat,gros,la vie t'es fat ima,5062
bizzarement,bizarrement,bizzarement ils insultent moins la,5063
meme,même,c'est une clocharde en meme temps,5065
paît,plaît,S'il te paît arrête.,5066
meme,même,ils ont meme pas d'interet a t'insulter,5067
a,à,ils ont meme pas d'interet a t'insulter,5067
c,c'est,c pas dans ton dos chuis en face,5068
chuis,je suis,c pas dans ton dos chuis en face,5068
fat,gros,FAT IMA .. tu as un humour incroyable !,5071
oe,ouais,oe je sais,5072
tg,ta gueule,bon tg tu parles trop,5075
enfaite,en fait,enfaite les gars vous savez pas harceler,5082
trahisonnnnnnnnn,trahison,trahisonnnnnnnnn,5083
etees,êtes,vous etees des breles,5084
breles,brêles,vous etees des breles,5084
frele,frêle,avec ton corps tout frele,5094
mv,ma vie,mais oui mv,5097
tg,ta gueule,tg rentre chez toi,5101
francais,français,leo77 il sais pas insulter et il sais pas parler francais,5103
eclaté,nul,le niveau de vos blagues est eclaté les gars faite un effort,5109
sens,sent,"fatimah son vagin il sens le cochon,",5110
fat,gros,tu sais nager fat ?,5112
tkt,t'inquiète,"tkt y a des photos qui tournent , pas très rasé tout ca",5114
ca,ça,"tkt y a des photos qui tournent , pas très rasé tout ca",5114
ta,tu as,t'en a jamais vu en vrai donc ta de la chance,5116
etre,être,ça va etre fait tkt,5120
tkt,t'inquiète,ça va etre fait tkt,5120
sa,ça,porte plainte grosse folle sa va te meler,5121
meler,mêler,porte plainte grosse folle sa va te meler,5121
ta,tu as,ta jamais toucher personne,5122
bolosse,imbécile,bolosse,5126
ta,tu as,en plus ta meme pas de forme mskn,5127
meme,même,en plus ta meme pas de forme mskn,5127
mskn,miskin,en plus ta meme pas de forme mskn,5127
2cm,pénis de 2 centimètres,avec ton 2cm tu peut pas parler,5129
surcule,se fait baiser,ça surcule avec tous les mecs qui ton dé glingué,5130
